vehicle_id,occupant_id,seat_location_id,seat_position,occupant_role,seat_track_position,posture,seat_type,seat_performance,belt_availability,belt_use,belt_failure,belt_anchorage,total_surprisal_bits,total_backoff_level,seat_position_surprisal_bits,occupant_role_surprisal_bits,seat_track_position_surprisal_bits,seat_type_surprisal_bits,posture_surprisal_bits,belt_use_surprisal_bits,belt_anchorage_surprisal_bits,belt_failure_surprisal_bits,belt_availability_surprisal_bits,seat_performance_surprisal_bits,anomaly_score_bits,anomaly_percentile,anomaly_tier,dominant_contributor,dominant_contribution_bits,dominant_contribution_percent,occupant_state_vector
325115282.0,325115287.0,325118919.0,SECOND LEFT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,OTHER ABNORMAL POSTURE,SPLIT BENCH WITH FOLD BACK,DEFORMED BY INTRUSION,LAP AND SHOULDER BELT,LAP WITH CHILD SEAT,OTHER FAILURE,NO UPPER ANCHOR,18.971248275979743,0,4.085575731706074,-0.0,0.0909736600474904,2.446683125895309,1.632268215499513,4.954196310386875,-0.0,2.807354922057604,-0.0,2.9541963103868754,18.971248275979743,99.3455497382199,EXTREME,belt_use,4.954196310386875,26.11423475312155,SECOND LEFT|PASSENGER|NOT ADJUSTABLE SEAT TRACK|OTHER ABNORMAL POSTURE|SPLIT BENCH WITH FOLD BACK|DEFORMED BY INTRUSION|LAP AND SHOULDER BELT|LAP WITH CHILD SEAT|OTHER FAILURE|NO UPPER ANCHOR
627081207.0,627081209.0,627081234.0,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN FORWARD AND MIDDLE,BRACING WITH FEET,BUCKET,UNKNOWN/UNMAPPED,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,18.892493520315398,0,0.672794206367598,-0.0,2.6425397762979714,0.24528655768362542,7.016808287686554,0.2420212280853805,3.209233056391156,0.016927121558869277,-0.0,4.846883286244242,18.892493520315398,99.31282722513089,EXTREME,posture,7.016808287686554,37.14072089076685,FRONT LEFT SIDE|DRIVER|SEAT BETWEEN FORWARD AND MIDDLE|BRACING WITH FEET|BUCKET|UNKNOWN/UNMAPPED|LAP AND SHOULDER BELT|LAP AND SHOULDER|NO FAILURE|NO UPPER ANCHOR
651121802.0,651121806.0,651003148.0,SECOND LEFT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,NOT COLLECTED/UNKNOWN,BUCKET,DEFORMED BY INTRUSION,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,18.86248269503934,0,4.085575731706074,-0.0,0.0909736600474904,4.078951341394822,3.321928094887362,1.7369655941662063,3.209233056391156,0.016927121558869277,-0.0,2.321928094887362,18.86248269503934,99.28010471204189,EXTREME,seat_position,4.085575731706074,21.659798435656313,SECOND LEFT|PASSENGER|NOT ADJUSTABLE SEAT TRACK|NOT COLLECTED/UNKNOWN|BUCKET|DEFORMED BY INTRUSION|LAP AND SHOULDER BELT|LAP AND SHOULDER|NO FAILURE|NO UPPER ANCHOR
852193699.0,852193701.0,531194122.0,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN MIDDLE AND REAR,OTHER ABNORMAL POSTURE,BUCKET WITH FOLD BACK,COMBINATION,LAP AND SHOULDER BELT,LAP AND SHOULDER,NO FAILURE,MID POSITION,18.822209989920474,0,0.672794206367598,-0.0,1.8171717804178111,3.415037499278844,4.672425341971495,0.42449782852791007,4.452858964713811,0.016927121558869277,-0.0,3.3504972470841334,18.822209989920474,99.24738219895288,EXTREME,posture,4.672425341971495,24.823999649741644,FRONT LEFT SIDE|DRIVER|SEAT BETWEEN MIDDLE AND REAR|OTHER ABNORMAL POSTURE|BUCKET WITH FOLD BACK|COMBINATION|LAP AND SHOULDER BELT|LAP AND SHOULDER|NO FAILURE|MID POSITION
561104968.0,561104970.0,561113714.0,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,BUCKET,NO FAILURE,NONE AVAILABLE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,NO SHOULDER BELT,18.813550041077022,0,0.672794206367598,-0.0,5.176714167104952,1.2043584985061861,1.9385994553358568,1.3536369546147005,6.040746342343309,-0.0,1.3625700793847082,1.0641303374197155,18.813550041077022,99.21465968586386,EXTREME,belt_anchorage,6.040746342343309,32.10848738889842,FRONT LEFT SIDE|DRIVER|NOT COLLECTED/UNKNOWN|NOT COLLECTED/UNKNOWN|BUCKET|NO FAILURE|NONE AVAILABLE|NONE USED/AVAILABLE|NOT USED/AVAILABLE|NO SHOULDER BELT
627084296.0,627084298.0,627084430.0,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,BUCKET,UNKNOWN/UNMAPPED,LAP AND SHOULDER BELT,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,NO UPPER ANCHOR,18.811321251755498,0,0.672794206367598,-0.0,5.176714167104952,1.2043584985061861,1.9385994553358568,4.523561956057013,2.321928094887362,0.03476541816067664,-0.0,2.9385994553358565,18.811321251755498,99.18193717277487,EXTREME,seat_track_position,5.176714167104952,27.519141786076585,FRONT LEFT SIDE|DRIVER|NOT COLLECTED/UNKNOWN|NOT COLLECTED/UNKNOWN|BUCKET|UNKNOWN/UNMAPPED|LAP AND SHOULDER BELT|NOT COLLECTED/UNKNOWN|NOT COLLECTED/UNKNOWN|NO UPPER ANCHOR
897000798.0,134004841.0,134004867.0,FRONT RIGHT SIDE,PASSENGER,SEAT AT REAR MOST POSITION,NOT COLLECTED/UNKNOWN,SPLIT BENCH WITH FOLD BACK,NO FAILURE,LAP AND SHOULDER BELT,NONE USED/AVAILABLE,NOT USED/AVAILABLE,POSITION UNKNOWN,18.77710117287211,0,2.2509993409134457,-0.0,1.632942529622978,4.8861320354417215,1.8073549220576042,2.807354922057604,4.169925001442312,-0.0,-0.0,1.222392421336448,18.77710117287211,99.14921465968587,EXTREME,seat_type,4.8861320354417215,26.021759112108718,FRONT RIGHT SIDE|PASSENGER|SEAT AT REAR MOST POSITION|NOT COLLECTED/UNKNOWN|SPLIT BENCH WITH FOLD BACK|NO FAILURE|LAP AND SHOULDER BELT|NONE USED/AVAILABLE|NOT USED/AVAILABLE|POSITION UNKNOWN
344062928.0,344062929.0,344077207.0,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN FORWARD AND MIDDLE,NOT COLLECTED/UNKNOWN,BUCKET,DEFORMED BY OTHER OCCUPANT,LAP AND SHOULDER BELT,NONE USED/AVAILABLE,NOT USED/AVAILABLE,MID POSITION,18.72253333711519,0,0.672794206367598,-0.0,2.6425397762979714,0.24528655768362542,3.4318457869653978,2.7314060688243056,2.9818526532897405,-0.0,-0.0,6.016808287686554,18.72253333711519,99.11649214659685,EXTREME,seat_performance,6.016808287686554,32.13672091991391,FRONT LEFT SIDE|DRIVER|SEAT BETWEEN FORWARD AND MIDDLE|NOT COLLECTED/UNKNOWN|BUCKET|DEFORMED BY OTHER OCCUPANT|LAP AND SHOULDER BELT|NONE USED/AVAILABLE|NOT USED/AVAILABLE|MID POSITION
599000008.0,599000240.0,599000290.0,SECOND MIDDLE,PASSENGER,NOT ADJUSTABLE SEAT TRACK,OTHER ABNORMAL POSTURE,BENCH WITH FOLD BACK,DEFORMED BY INTRUSION,LAP BELT,NONE USED/AVAILABLE,NOT USED/AVAILABLE,NO SHOULDER BELT,18.647465892455518,0,5.719447832908177,-0.0,0.05062607306996795,1.415037499278844,0.8073549220576042,1.3923174227787605,5.022367813028454,-0.0,0.84799690655495,3.3923174227787602,18.647465892455518,99.08376963350786,EXTREME,seat_position,5.719447832908177,30.67144815222415,SECOND MIDDLE|PASSENGER|NOT ADJUSTABLE SEAT TRACK|OTHER ABNORMAL POSTURE|BENCH WITH FOLD BACK|DEFORMED BY INTRUSION|LAP BELT|NONE USED/AVAILABLE|NOT USED/AVAILABLE|NO SHOULDER BELT
339330233.0,339330235.0,339375758.0,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,NORMAL POSTURE,BUCKET,NO FAILURE,LAP AND SHOULDER BELT,LAP AND SHOULDER,BROKEN RETRACTOR,MID POSITION,18.508461592452022,0,0.672794206367598,-0.0,2.1835354329609653,0.31595772557084123,0.20546911829997946,0.3336791005797198,3.004413264502658,11.122180901259753,-0.0,0.6704318429105057,18.508461592452022,99.05104712041884,EXTREME,belt_failure,11.122180901259753,60.09241149353826,FRONT LEFT SIDE|DRIVER|SEAT AT MIDDLE TRACK POSITION|NORMAL POSTURE|BUCKET|NO FAILURE|LAP AND SHOULDER BELT|LAP AND SHOULDER|BROKEN RETRACTOR|MID POSITION
